Year,CA,CAQF,AgeGroup,AgeGroupQF,Sex,SexQF,Diagnosis,NumberOfDeaths,NumberOfDeathsQF,CrudeRate,CrudeRateQF,EASR
2017,S12000047,,45-64 years,,Females,,Subarachnoid Haemorrhage,,c,,c,5.647861004984803
2017,S12000047,,65-74 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2017,S12000047,,65-74 years,,Females,,Subarachnoid Haemorrhage,,c,,c,4.430802942053154
2017,S12000047,,75plus years,,Males,,Subarachnoid Haemorrhage,,c,,c,21.768421517080817
2017,S12000047,,75plus years,,Females,,Subarachnoid Haemorrhage,,c,,c,14.980418337763894
2017,S12000048,,0-44 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2017,S12000048,,0-44 years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2017,S12000048,,45-64 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2017,S12000048,,45-64 years,,Females,,Subarachnoid Haemorrhage,,c,,c,4.319721069439517
2017,S12000048,,65-74 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2017,S12000048,,65-74 years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2017,S12000048,,75plus years,,Males,,Subarachnoid Haemorrhage,,c,,c,13.80834023750345
2017,S12000048,,75plus years,,Females,,Subarachnoid Haemorrhage,,c,,c,10.395874916833
2017,S12000049,,0-44 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2017,S12000049,,0-44 years,,Females,,Subarachnoid Haemorrhage,,c,,c,4.053778957766953
2017,S12000049,,45-64 years,,Males,,Subarachnoid Haemorrhage,,c,,c,4.204048461584974
2017,S12000049,,45-64 years,,Females,,Subarachnoid Haemorrhage,,c,,c,6.55250688529498
2017,S12000049,,65-74 years,,Males,,Subarachnoid Haemorrhage,,c,,c,4.294224658218756
2017,S12000049,,65-74 years,,Females,,Subarachnoid Haemorrhage,,c,,c,12.516290631738308
2017,S12000049,,75plus years,,Males,,Subarachnoid Haemorrhage,,c,,c,21.13401805152902
2017,S12000049,,75plus years,,Females,,Subarachnoid Haemorrhage,,c,,c,13.26269512930855
2017,S12000050,,0-44 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2017,S12000050,,0-44 years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2017,S12000050,,45-64 years,,Males,,Subarachnoid Haemorrhage,,c,,c,4.481564072409464
2017,S12000050,,45-64 years,,Females,,Subarachnoid Haemorrhage,,c,,c,6.122425079787525
2017,S12000050,,65-74 years,,Males,,Subarachnoid Haemorrhage,,c,,c,6.105006105006105
2017,S12000050,,65-74 years,,Females,,Subarachnoid Haemorrhage,,c,,c,11.407960425882134
2017,S12000050,,75plus years,,Males,,Subarachnoid Haemorrhage,,c,,c,30.66069732736399
2017,S12000050,,75plus years,,Females,,Subarachnoid Haemorrhage,,c,,c,12.03804020705429
2018,S92000003,d,0-44 years,,Males,,Subarachnoid Haemorrhage,6,,0.410627027470948,,0.45377476020823615
2018,S92000003,d,0-44 years,,Females,,Subarachnoid Haemorrhage,6,,0.414116971479764,,0.4437686233921022
2018,S92000003,d,45-64 years,,Males,,Subarachnoid Haemorrhage,18,,2.47346181593322,,2.473450402760448
2018,S92000003,d,45-64 years,,Females,,Subarachnoid Haemorrhage,40,,5.16652351091105,,5.113675776208753
2018,S92000003,d,65-74 years,,Males,,Subarachnoid Haemorrhage,7,,2.56064147727065,,2.548055115381353
2018,S92000003,d,65-74 years,,Females,,Subarachnoid Haemorrhage,24,,8.05344805022667,,8.073959756417679
2018,S92000003,d,75plus years,,Males,,Subarachnoid Haemorrhage,17,,9.11640577658371,,8.943463134027269
2018,S92000003,d,75plus years,,Females,,Subarachnoid Haemorrhage,29,,10.8104481117129,,10.616538677417328
2018,S12000005,,0-44 years,,Males,,Subarachnoid Haemorrhage,,c,,c,8.46486430171381
2018,S12000005,,0-44 years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000005,,45-64 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000005,,45-64 years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000005,,65-74 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000005,,65-74 years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000005,,75plus years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000005,,75plus years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000006,,0-44 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000006,,0-44 years,,Females,,Subarachnoid Haemorrhage,,c,,c,6.402806582272017
2018,S12000006,,45-64 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000006,,45-64 years,,Females,,Subarachnoid Haemorrhage,,c,,c,3.979175647445038
2018,S12000006,,65-74 years,,Males,,Subarachnoid Haemorrhage,,c,,c,9.732618428270602
2018,S12000006,,65-74 years,,Females,,Subarachnoid Haemorrhage,,c,,c,9.217779252622458
2018,S12000006,,75plus years,,Males,,Subarachnoid Haemorrhage,,c,,c,11.745360582569884
2018,S12000006,,75plus years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000008,,0-44 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000008,,0-44 years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000008,,45-64 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000008,,45-64 years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000008,,65-74 years,,Males,,Subarachnoid Haemorrhage,,c,,c,14.546223932505525
2018,S12000008,,65-74 years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000008,,75plus years,,Males,,Subarachnoid Haemorrhage,,c,,c,25.523226135783563
2018,S12000008,,75plus years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000010,,0-44 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000010,,0-44 years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000010,,45-64 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000010,,45-64 years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000010,,65-74 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000010,,65-74 years,,Females,,Subarachnoid Haemorrhage,,c,,c,16.466819358991632
2018,S12000010,,75plus years,,Males,,Subarachnoid Haemorrhage,,c,,c,62.22620469932299
2018,S12000010,,75plus years,,Females,,Subarachnoid Haemorrhage,,c,,c,15.475085112968122
2018,S12000011,,0-44 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000011,,0-44 years,,Females,,Subarachnoid Haemorrhage,,c,,c,4.078968836678088
2018,S12000011,,45-64 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000011,,45-64 years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000011,,65-74 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000011,,65-74 years,,Females,,Subarachnoid Haemorrhage,,c,,c,19.16610039551862
2018,S12000011,,75plus years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000011,,75plus years,,Females,,Subarachnoid Haemorrhage,,c,,c,22.244466688911135
2018,S12000013,,0-44 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000013,,0-44 years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000013,,45-64 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000013,,45-64 years,,Females,,Subarachnoid Haemorrhage,,c,,c,25.08555967675465
2018,S12000013,,65-74 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000013,,65-74 years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000013,,75plus years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000013,,75plus years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000014,,0-44 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000014,,0-44 years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000014,,45-64 years,,Males,,Subarachnoid Haemorrhage,,c,,c,4.353179686819815
2018,S12000014,,45-64 years,,Females,,Subarachnoid Haemorrhage,,c,,c,8.7201828735198
2018,S12000014,,65-74 years,,Males,,Subarachnoid Haemorrhage,,c,,c,12.170295627544698
2018,S12000014,,65-74 years,,Females,,Subarachnoid Haemorrhage,,c,,c,11.095308701748014
2018,S12000014,,75plus years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000014,,75plus years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000017,,0-44 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000017,,0-44 years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000017,,45-64 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000017,,45-64 years,,Females,,Subarachnoid Haemorrhage,,c,,c,8.037267920727356
2018,S12000017,,65-74 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000017,,65-74 years,,Females,,Subarachnoid Haemorrhage,,c,,c,6.612086894843774
2018,S12000017,,75plus years,,Males,,Subarachnoid Haemorrhage,,c,,c,10.397171969224372
2018,S12000017,,75plus years,,Females,,Subarachnoid Haemorrhage,,c,,c,23.928864861711386
2018,S12000018,,0-44 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000018,,0-44 years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000018,,45-64 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000018,,45-64 years,,Females,,Subarachnoid Haemorrhage,,c,,c,8.1797360671829
2018,S12000018,,65-74 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000018,,65-74 years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000018,,75plus years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000018,,75plus years,,Females,,Subarachnoid Haemorrhage,,c,,c,38.31299544142524
2018,S12000019,,0-44 years,,Males,,Subarachnoid Haemorrhage,,c,,c,4.501028806584363
2018,S12000019,,0-44 years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000019,,45-64 years,,Males,,Subarachnoid Haemorrhage,,c,,c,8.000098462750312
2018,S12000019,,45-64 years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000019,,65-74 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000019,,65-74 years,,Females,,Subarachnoid Haemorrhage,,c,,c,19.479714533637924
2018,S12000019,,75plus years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000019,,75plus years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000020,,0-44 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000020,,0-44 years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000020,,45-64 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000020,,45-64 years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000020,,65-74 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000020,,65-74 years,,Females,,Subarachnoid Haemorrhage,,c,,c,17.39075444254727
2018,S12000020,,75plus years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000020,,75plus years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000021,,0-44 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000021,,0-44 years,,Females,,Subarachnoid Haemorrhage,,c,,c,3.292599177790948
2018,S12000021,,45-64 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000021,,45-64 years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000021,,65-74 years,,Males,,Subarachnoid Haemorrhage,,c,,c,12.462753362110965
2018,S12000021,,65-74 years,,Females,,Subarachnoid Haemorrhage,,c,,c,22.254236342456505
2018,S12000021,,75plus years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000021,,75plus years,,Females,,Subarachnoid Haemorrhage,,c,,c,12.312844759653272
2018,S12000023,,0-44 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000023,,0-44 years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000023,,45-64 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000023,,45-64 years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000023,,65-74 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000023,,65-74 years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000023,,75plus years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000023,,75plus years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000026,,0-44 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000026,,0-44 years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000026,,45-64 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000026,,45-64 years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000026,,65-74 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000026,,65-74 years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000026,,75plus years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000026,,75plus years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000027,,0-44 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000027,,0-44 years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000027,,45-64 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000027,,45-64 years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000027,,65-74 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000027,,65-74 years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000027,,75plus years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000027,,75plus years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000028,,0-44 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000028,,0-44 years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000028,,45-64 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000028,,45-64 years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000028,,65-74 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000028,,65-74 years,,Females,,Subarachnoid Haemorrhage,,c,,c,12.710738262788736
2018,S12000028,,75plus years,,Males,,Subarachnoid Haemorrhage,,c,,c,34.92700625074389
2018,S12000028,,75plus years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000029,,0-44 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000029,,0-44 years,,Females,,Subarachnoid Haemorrhage,,c,,c,1.3099194586664271
2018,S12000029,,45-64 years,,Males,,Subarachnoid Haemorrhage,,c,,c,8.636130947607434
2018,S12000029,,45-64 years,,Females,,Subarachnoid Haemorrhage,,c,,c,7.893354167668203
2018,S12000029,,65-74 years,,Males,,Subarachnoid Haemorrhage,,c,,c,6.005612517880346
2018,S12000029,,65-74 years,,Females,,Subarachnoid Haemorrhage,,c,,c,5.489515026299768
2018,S12000029,,75plus years,,Males,,Subarachnoid Haemorrhage,,c,,c,16.969624081930082
2018,S12000029,,75plus years,,Females,,Subarachnoid Haemorrhage,,c,,c,13.58891161425907
2018,S12000030,,0-44 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000030,,0-44 years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000030,,45-64 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000030,,45-64 years,,Females,,Subarachnoid Haemorrhage,,c,,c,7.944389275074478
2018,S12000030,,65-74 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000030,,65-74 years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000030,,75plus years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000030,,75plus years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000033,,0-44 years,,Males,,Subarachnoid Haemorrhage,,c,,c,1.8016626772707385
2018,S12000033,,0-44 years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000033,,45-64 years,,Males,,Subarachnoid Haemorrhage,,c,,c,3.7178176410447064
2018,S12000033,,45-64 years,,Females,,Subarachnoid Haemorrhage,,c,,c,11.103482836006288
2018,S12000033,,65-74 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000033,,65-74 years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000033,,75plus years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000033,,75plus years,,Females,,Subarachnoid Haemorrhage,,c,,c,51.70026043305676
2018,S12000034,,0-44 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000034,,0-44 years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000034,,45-64 years,,Males,,Subarachnoid Haemorrhage,,c,,c,5.306441872329961
2018,S12000034,,45-64 years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000034,,65-74 years,,Males,,Subarachnoid Haemorrhage,,c,,c,7.168304624273314
2018,S12000034,,65-74 years,,Females,,Subarachnoid Haemorrhage,,c,,c,13.524645592809804
2018,S12000034,,75plus years,,Males,,Subarachnoid Haemorrhage,,c,,c,11.77024482109228
2018,S12000034,,75plus years,,Females,,Subarachnoid Haemorrhage,,c,,c,15.186028853454822
2018,S12000035,,0-44 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000035,,0-44 years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000035,,45-64 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000035,,45-64 years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000035,,65-74 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000035,,65-74 years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000035,,75plus years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000035,,75plus years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000036,,0-44 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000036,,0-44 years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000036,,45-64 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000036,,45-64 years,,Females,,Subarachnoid Haemorrhage,,c,,c,8.430565277986295
2018,S12000036,,65-74 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000036,,65-74 years,,Females,,Subarachnoid Haemorrhage,,c,,c,4.493519119923855
2018,S12000036,,75plus years,,Males,,Subarachnoid Haemorrhage,,c,,c,12.242299593555655
2018,S12000036,,75plus years,,Females,,Subarachnoid Haemorrhage,,c,,c,18.94596016330752
2018,S12000038,,0-44 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000038,,0-44 years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000038,,45-64 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000038,,45-64 years,,Females,,Subarachnoid Haemorrhage,,c,,c,3.5379059406883675
2018,S12000038,,65-74 years,,Males,,Subarachnoid Haemorrhage,,c,,c,11.69426513237908
2018,S12000038,,65-74 years,,Females,,Subarachnoid Haemorrhage,,c,,c,20.368770560821133
2018,S12000038,,75plus years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000038,,75plus years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000039,,0-44 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000039,,0-44 years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000039,,45-64 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000039,,45-64 years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000039,,65-74 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000039,,65-74 years,,Females,,Subarachnoid Haemorrhage,,c,,c,19.916711931921057
2018,S12000039,,75plus years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000039,,75plus years,,Females,,Subarachnoid Haemorrhage,,c,,c,19.223375624759708
2018,S12000040,,0-44 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000040,,0-44 years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000040,,45-64 years,,Males,,Subarachnoid Haemorrhage,,c,,c,3.908714758748542
2018,S12000040,,45-64 years,,Females,,Subarachnoid Haemorrhage,,c,,c,11.08904088073897
2018,S12000040,,65-74 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000040,,65-74 years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000040,,75plus years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000040,,75plus years,,Females,,Subarachnoid Haemorrhage,,c,,c,14.158790839262329
2018,S12000041,,0-44 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000041,,0-44 years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000041,,45-64 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000041,,45-64 years,,Females,,Subarachnoid Haemorrhage,,c,,c,10.734486602534991
2018,S12000041,,65-74 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000041,,65-74 years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000041,,75plus years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000041,,75plus years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000042,,0-44 years,,Males,,Subarachnoid Haemorrhage,,c,,c,2.9813622269924016
2018,S12000042,,0-44 years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000042,,45-64 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000042,,45-64 years,,Females,,Subarachnoid Haemorrhage,,c,,c,5.40499150965917
2018,S12000042,,65-74 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000042,,65-74 years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000042,,75plus years,,Males,,Subarachnoid Haemorrhage,,c,,c,18.167284354334715
2018,S12000042,,75plus years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000045,,0-44 years,,Males,,Subarachnoid Haemorrhage,,c,,c,4.603324915824916
2018,S12000045,,0-44 years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000045,,45-64 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000045,,45-64 years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000045,,65-74 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000045,,65-74 years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000045,,75plus years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000045,,75plus years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000047,,0-44 years,,Males,,Subarachnoid Haemorrhage,,c,,c,1.194624557069972
2018,S12000047,,0-44 years,,Females,,Subarachnoid Haemorrhage,,c,,c,1.0905088817754156
2018,S12000047,,45-64 years,,Males,,Subarachnoid Haemorrhage,,c,,c,3.899338574694267
2018,S12000047,,45-64 years,,Females,,Subarachnoid Haemorrhage,,c,,c,7.278955668941133
2018,S12000047,,65-74 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000047,,65-74 years,,Females,,Subarachnoid Haemorrhage,,c,,c,9.10893876722935
2018,S12000047,,75plus years,,Males,,Subarachnoid Haemorrhage,,c,,c,6.892748828232699
2018,S12000047,,75plus years,,Females,,Subarachnoid Haemorrhage,,c,,c,14.40644939011882
2018,S12000048,,0-44 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000048,,0-44 years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000048,,45-64 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000048,,45-64 years,,Females,,Subarachnoid Haemorrhage,,c,,c,8.5385460167841
2018,S12000048,,65-74 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000048,,65-74 years,,Females,,Subarachnoid Haemorrhage,,c,,c,10.238453583970676
2018,S12000048,,75plus years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000048,,75plus years,,Females,,Subarachnoid Haemorrhage,,c,,c,9.363295880149812
2018,S12000049,,0-44 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000049,,0-44 years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000049,,45-64 years,,Males,,Subarachnoid Haemorrhage,,c,,c,4.15161146821764
2018,S12000049,,45-64 years,,Females,,Subarachnoid Haemorrhage,,c,,c,7.753879192661435
2018,S12000049,,65-74 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000049,,65-74 years,,Females,,Subarachnoid Haemorrhage,,c,,c,12.478069429114589
2018,S12000049,,75plus years,,Males,,Subarachnoid Haemorrhage,,c,,c,13.70684485564979
2018,S12000049,,75plus years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000050,,0-44 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000050,,0-44 years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000050,,45-64 years,,Males,,Subarachnoid Haemorrhage,,c,,c,6.339410486579403
2018,S12000050,,45-64 years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000050,,65-74 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2018,S12000050,,65-74 years,,Females,,Subarachnoid Haemorrhage,,c,,c,5.538269441843136
2018,S12000050,,75plus years,,Males,,Subarachnoid Haemorrhage,,c,,c,9.240777703851556
2018,S12000050,,75plus years,,Females,,Subarachnoid Haemorrhage,,c,,c,12.989691182091043
2019,S92000003,d,0-44 years,,Males,,Subarachnoid Haemorrhage,3,,0.204471380140922,,0.24044809193925745
2019,S92000003,d,0-44 years,,Females,,Subarachnoid Haemorrhage,9,,0.620008501005447,,0.7020316115014955
2019,S92000003,d,45-64 years,,Males,,Subarachnoid Haemorrhage,18,,2.47804520780474,,2.4795794826745357
2019,S92000003,d,45-64 years,,Females,,Subarachnoid Haemorrhage,42,,5.42646175313475,,5.338995001412085
2019,S92000003,d,65-74 years,,Males,,Subarachnoid Haemorrhage,12,,4.33527577773041,,4.334547450456661
2019,S92000003,d,65-74 years,,Females,,Subarachnoid Haemorrhage,32,,10.6135634707679,,10.620705467638354
2019,S92000003,d,75plus years,,Males,,Subarachnoid Haemorrhage,8,,4.15310418580988,,3.9920367264037986
2019,S92000003,d,75plus years,,Females,,Subarachnoid Haemorrhage,28,,10.2482266907744,,10.05647953037196
2019,S12000005,,0-44 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2019,S12000005,,0-44 years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2019,S12000005,,45-64 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2019,S12000005,,45-64 years,,Females,,Subarachnoid Haemorrhage,,c,,c,12.384010473334572
